Ticker,Description,Sector,Industry,Market Capitalization
TSHA,"Taysha Gene Therapies, Inc.",Health Technology,Biotechnology,769358938.9999999
KOD,Kodiak Sciences Inc,Health Technology,Biotechnology,5250406265
GLYC,"GlycoMimetics, Inc.",Health Technology,Biotechnology,118024338
SQZ,SQZ Biotechnologies Company,Health Technology,Biotechnology,428283687
ITOS,"iTeos Therapeutics, Inc.",Health Technology,Biotechnology,966859838.9999998
SMMT,Summit Therapeutics Inc.,Health Technology,Biotechnology,508333000
GILD,"Gilead Sciences, Inc.",Health Technology,Biotechnology,89258697681.00002
ONVO,"Organovo Holdings, Inc.",Health Technology,Biotechnology,61198672
CTMX,"CytomX Therapeutics, Inc.",Health Technology,Biotechnology,342725863
LUMO,"Lumos Pharma, Inc.",Health Technology,Biotechnology,84911085.00000001
XCUR,"Exicure, Inc.",Health Technology,Biotechnology,113660018
HTBX,"Heat Biologics, Inc.",Health Technology,Biotechnology,155431943.99999997
ZIOP,ZIOPHARM Oncology Inc,Health Technology,Biotechnology,437516568
HTGM,"HTG Molecular Diagnostics, Inc.",Health Technology,Biotechnology,44549218
CNCE,"Concert Pharmaceuticals, Inc.",Health Technology,Biotechnology,109069113.00000001
EXEL,"Exelixis, Inc.",Health Technology,Biotechnology,6411242530.000001
MGTX,MeiraGTx Holdings plc,Health Technology,Biotechnology,592490047
INCY,Incyte Corporation,Health Technology,Biotechnology,15237633362
VXRT,"Vaxart, Inc. - Common Stock",Health Technology,Biotechnology,1023465107
BCRX,"BioCryst Pharmaceuticals, Inc.",Health Technology,Biotechnology,2668739202.0000005
MTEM,"Molecular Templates, Inc.",Health Technology,Biotechnology,426682226
EVAX,Evaxion Biotech A/S,Health Technology,Biotechnology,183347283
CCXI,"ChemoCentryx, Inc.",Health Technology,Biotechnology,1272243954
ALPN,"Alpine Immune Sciences, Inc.",Health Technology,Biotechnology,247758137
PRQR,ProQR Therapeutics N.V.,Health Technology,Biotechnology,498957010
ABUS,Arbutus Biopharma Corporation,Health Technology,Biotechnology,458124880
EPZM,"Epizyme, Inc.",Health Technology,Biotechnology,544989930
REGN,"Regeneron Pharmaceuticals, Inc.",Health Technology,Biotechnology,68333793082
NCNA,NuCana plc,Health Technology,Biotechnology,123988805
EWTX,"Edgewise Therapeutics, Inc.",Health Technology,Biotechnology,896075756
SIOX,Sio Gene Therapies Inc.,Health Technology,Biotechnology,173600790.99999997
NBIX,"Neurocrine Biosciences, Inc.",Health Technology,Biotechnology,8990464276
GBT,"Global Blood Therapeutics, Inc.",Health Technology,Biotechnology,1595876447
AUTL,Autolus Therapeutics plc,Health Technology,Biotechnology,457550838
PHIO,Phio Pharmaceuticals Corp.,Health Technology,Biotechnology,29098937
AKUS,"Akouos, Inc.",Health Technology,Biotechnology,443415480
SYRS,"Syros Pharmaceuticals, Inc.",Health Technology,Biotechnology,295409921
GBLX,"GB Sciences, Inc.",Health Technology,Biotechnology,11586161
FWP,Forward Pharma A/S,Health Technology,Biotechnology,44728892
BMRN,BioMarin Pharmaceutical Inc.,Health Technology,Biotechnology,14411486503
BLUE,"bluebird bio, Inc.",Health Technology,Biotechnology,1246148399
ME,23andMe Holding Co.,Health Technology,Biotechnology,3774973163
PLRX,"Pliant Therapeutics, Inc.",Health Technology,Biotechnology,635382766.9999999
AVXL,Anavex Life Sciences Corp.,Health Technology,Biotechnology,1418756325
EIGR,"Eiger BioPharmaceuticals, Inc.",Health Technology,Biotechnology,237659191
NBY,"NovaBay Pharmaceuticals, Inc.",Health Technology,Biotechnology,29024424
VKTX,"Viking Therapeutics, Inc.",Health Technology,Biotechnology,506669981
ACAD,ACADIA Pharmaceuticals Inc.,Health Technology,Biotechnology,2721297249
IONS,"Ionis Pharmaceuticals, Inc.",Health Technology,Biotechnology,5109547032
XFOR,"X4 Pharmaceuticals, Inc.",Health Technology,Biotechnology,137678131
KYMR,"Kymera Therapeutics, Inc.",Health Technology,Biotechnology,3189988613.0000005
ITRM,Iterum Therapeutics plc,Health Technology,Biotechnology,98406211.99999999
CRTX,"Cortexyme, Inc.",Health Technology,Biotechnology,2780073838
NSTG,"NanoString Technologies, Inc.",Health Technology,Biotechnology,2263790795.9999995
OTIC,"Otonomy, Inc.",Health Technology,Biotechnology,99759116.00000001
ILMN,"Illumina, Inc.",Health Technology,Biotechnology,63494693754
SPPI,"Spectrum Pharmaceuticals, Inc.",Health Technology,Biotechnology,388850455
PSTI,"Pluristem Therapeutics, Inc.",Health Technology,Biotechnology,90573535
XLRN,Acceleron Pharma Inc.,Health Technology,Biotechnology,10209971861
FHTX,Foghorn Therapeutics Inc.,Health Technology,Biotechnology,524503772.00000006
MNPR,Monopar Therapeutics Inc.,Health Technology,Biotechnology,64423563
MNOV,"MediciNova, Inc.",Health Technology,Biotechnology,190976165.99999997
FDMT,"4D Molecular Therapeutics, Inc.",Health Technology,Biotechnology,949446870
SPRB,"Spruce Biosciences, Inc.",Health Technology,Biotechnology,146577036
CMRX,"Chimerix, Inc.",Health Technology,Biotechnology,575285776.0000001
LMNL,Liminal BioSciences Inc.,Health Technology,Biotechnology,74859600
AUPH,Aurinia Pharmaceuticals Inc,Health Technology,Biotechnology,2983921501
VCYT,"Veracyte, Inc.",Health Technology,Biotechnology,3463337820
ZIVO,"Zivo Bioscience, Inc.",Health Technology,Biotechnology,50241681.99999999
DCPH,"Deciphera Pharmaceuticals, Inc.",Health Technology,Biotechnology,1903177838.9999995
KRYS,"Krystal Biotech, Inc.",Health Technology,Biotechnology,1249955648
ISEE,"IVERIC bio, Inc.",Health Technology,Biotechnology,1702633955.9999998
TGTX,"TG Therapeutics, Inc.",Health Technology,Biotechnology,4593476631.000001
RNAZ,"TransCode Therapeutics, Inc.",Health Technology,Biotechnology,47230743
FATE,"Fate Therapeutics, Inc.",Health Technology,Biotechnology,6172717755
LABP,"Landos Biopharma, Inc.",Health Technology,Biotechnology,597752217
AZYO,"Aziyo Biologics, Inc.",Health Technology,Biotechnology,78561997.00000001
INAB,"IN8bio, Inc.",Health Technology,Biotechnology,142534600
RAPT,"RAPT Therapeutics, Inc.",Health Technology,Biotechnology,1013515145
ABCL,AbCellera Biologics Inc.,Health Technology,Biotechnology,5894587124
APDN,"Applied DNA Sciences, Inc.",Health Technology,Biotechnology,40425050
CMMB,Chemomab Therapeutics Ltd.,Health Technology,Biotechnology,137229548
CSBR,"Champions Oncology, Inc.",Health Technology,Biotechnology,140395237
NTLA,"Intellia Therapeutics, Inc.",Health Technology,Biotechnology,10959857889.000002
ARDX,"Ardelyx, Inc.",Health Technology,Biotechnology,135085898
MYGN,"Myriad Genetics, Inc.",Health Technology,Biotechnology,2600024365.9999995
CWBR,"CohBar, Inc.",Health Technology,Biotechnology,66341265
FENC,Fennec Pharmaceuticals Inc.,Health Technology,Biotechnology,244204347.43121788
ALIM,"Alimera Sciences, Inc.",Health Technology,Biotechnology,32543616
GANX,"Gain Therapeutics, Inc.",Health Technology,Biotechnology,88243427.99999999
VIVO,Meridian Bioscience Inc.,Health Technology,Biotechnology,834125961
GALT,Galectin Therapeutics Inc.,Health Technology,Biotechnology,246053304
IKNA,"Ikena Oncology, Inc.",Health Technology,Biotechnology,458638086.99999994
CVM,Cel-Sci Corporation,Health Technology,Biotechnology,514186368
ELEV,"Elevation Oncology, Inc.",Health Technology,Biotechnology,177908378.99999997
OLK,Olink Holding AB (publ),Health Technology,Biotechnology,2934714131
PBYI,Puma Biotechnology Inc,Health Technology,Biotechnology,278112991.00000006
ENZ,"Enzo Biochem, Inc.",Health Technology,Biotechnology,174013654.99999997
CMPI,"Checkmate Pharmaceuticals, Inc.",Health Technology,Biotechnology,86503563
RCKT,"Rocket Pharmaceuticals, Inc.",Health Technology,Biotechnology,2063040822
CNBX,Cannabics Pharmaceuticals Inc.,Health Technology,Biotechnology,24903081
OMGA,"Omega Therapeutics, Inc.",Health Technology,Biotechnology,869645339
GRPH,"Graphite Bio, Inc.",Health Technology,Biotechnology,968176974.0000002
SRRK,Scholar Rock Holding Corporation,Health Technology,Biotechnology,1134098275
QRON,Qrons Inc.,Health Technology,Biotechnology,7973873.3861633
SONN,"Sonnet BioTherapeutics Holdings, Inc.",Health Technology,Biotechnology,35018152
MHTX,"Manhattan Scientifics, Inc.",Health Technology,Biotechnology,14541308
CHRS,"Coherus BioSciences, Inc.",Health Technology,Biotechnology,1355992995
FOLD,"Amicus Therapeutics, Inc.",Health Technology,Biotechnology,2897455725
ATXS,"Astria Therapeutics, Inc.",Health Technology,Biotechnology,124015821.99999999
IMGN,"ImmunoGen, Inc.",Health Technology,Biotechnology,1194189151.9999998
LGVN,Longeveron Inc.,Health Technology,Biotechnology,70724131
BBIO,"BridgeBio Pharma, Inc.",Health Technology,Biotechnology,7274105985
ONCR,"Oncorus, Inc.",Health Technology,Biotechnology,243844975
RGNX,REGENXBIO Inc.,Health Technology,Biotechnology,1802854362
RARE,Ultragenyx Pharmaceutical Inc.,Health Technology,Biotechnology,6451887667
TVTX,"Travere Therapeutics, Inc.",Health Technology,Biotechnology,1495463958
STTK,"Shattuck Labs, Inc.",Health Technology,Biotechnology,740097162
RNA,"Avidity Biosciences, Inc.",Health Technology,Biotechnology,1068765581.0000002
ARMP,"Armata Pharmaceuticals, Inc.",Health Technology,Biotechnology,90648998
IMVT,"Immunovant, Inc.",Health Technology,Biotechnology,994740189.0000002
KPTI,Karyopharm Therapeutics Inc.,Health Technology,Biotechnology,472612871
ORGO,Organogenesis Holdings Inc.,Health Technology,Biotechnology,1982762225
DFFN,Diffusion Pharmaceuticals Inc.,Health Technology,Biotechnology,51451316
ALEC,"Alector, Inc.",Health Technology,Biotechnology,1908659934
SRRA,"Sierra Oncology, Inc.",Health Technology,Biotechnology,281986407
LYEL,"Lyell Immunopharma, Inc.",Health Technology,Biotechnology,2939809937.9999995
GMTX,"Gemini Therapeutics, Inc.",Health Technology,Biotechnology,187526209
MGNX,"MacroGenics, Inc.",Health Technology,Biotechnology,1206257858
SLS,"SELLAS Life Sciences Group, Inc.",Health Technology,Biotechnology,159056900
SLDB,Solid Biosciences Inc.,Health Technology,Biotechnology,294492970
ELOX,"Eloxx Pharmaceuticals, Inc.",Health Technology,Biotechnology,156027016
STAB,"Statera Biopharma, Inc.",Health Technology,Biotechnology,63355249.99999999
NKTX,"Nkarta, Inc.",Health Technology,Biotechnology,992132511.0000002
BON,Bon Natural Life Limited,Health Technology,Biotechnology,
PSTX,"Poseida Therapeutics, Inc.",Health Technology,Biotechnology,490604745.99999994
ACHV,"Achieve Life Sciences, Inc.",Health Technology,Biotechnology,88567327.00000001
CCCC,"C4 Therapeutics, Inc.",Health Technology,Biotechnology,2382011689
NDRA,ENDRA Life Sciences Inc.,Health Technology,Biotechnology,75343233.99999999
LPTX,"Leap Therapeutics, Inc.",Health Technology,Biotechnology,212978133
OGEN,Oragenics Inc.,Health Technology,Biotechnology,73330539
PIRS,"Pieris Pharmaceuticals, Inc.",Health Technology,Biotechnology,374914175
XNCR,"Xencor, Inc.",Health Technology,Biotechnology,1976014254
ADXS,"Advaxis, Inc.",Health Technology,Biotechnology,73503731.00000001
ALT,"Altimmune, Inc.",Health Technology,Biotechnology,594397079.9999999
GOVX,"GeoVax Labs, Inc.",Health Technology,Biotechnology,27335674
ANAB,"AnaptysBio, Inc.",Health Technology,Biotechnology,750028043.0000001
RIGL,"Rigel Pharmaceuticals, Inc.",Health Technology,Biotechnology,638980166
HGEN,"Humanigen, Inc.",Health Technology,Biotechnology,377825505
KMDA,Kamada Ltd.,Health Technology,Biotechnology,239374873.02878967
HCWB,HCW Biologics Inc.,Health Technology,Biotechnology,131107065
BCYC,Bicycle Therapeutics plc,Health Technology,Biotechnology,1096645366
CYTK,"Cytokinetics, Incorporated",Health Technology,Biotechnology,2766774926.9999995
ADAP,Adaptimmune Therapeutics plc,Health Technology,Biotechnology,898787677
CRIS,"Curis, Inc.",Health Technology,Biotechnology,732770935
MYOV,Myovant Sciences Ltd.,Health Technology,Biotechnology,2170275083.9999995
PRPO,"Precipio, Inc.",Health Technology,Biotechnology,66307919
DNLI,Denali Therapeutics Inc.,Health Technology,Biotechnology,6203643471
IBIO,"iBio, Inc.",Health Technology,Biotechnology,254884891
ANPC,"AnPac Bio-Medical Science Co., Ltd.",Health Technology,Biotechnology,52391583
TECH,Bio-Techne Corp,Health Technology,Biotechnology,21144741636.999996
ENZN,"Enzon Pharmaceuticals, Inc.",Health Technology,Biotechnology,26338762
CLRB,"Cellectar Biosciences, Inc.",Health Technology,Biotechnology,59726488
CYTO,Altamira Therapeutics Ltd.,Health Technology,Biotechnology,32607083.00000001
BCDA,"BioCardia, Inc.",Health Technology,Biotechnology,56518738.00000001
NWBO,"Northwest Biotherapeutics, Inc.",Health Technology,Biotechnology,1273763061
AGLE,"Aeglea BioTherapeutics, Inc.",Health Technology,Biotechnology,376325178
LGND,Ligand Pharmaceuticals Incorporated,Health Technology,Biotechnology,2321039440
EXAS,Exact Sciences Corporation,Health Technology,Biotechnology,16510519453.000004
REPL,"Replimune Group, Inc.",Health Technology,Biotechnology,1508873112
IOVA,"Iovance Biotherapeutics, Inc.",Health Technology,Biotechnology,3869598520
XBIO,"Xenetic Biosciences, Inc.",Health Technology,Biotechnology,21542536
ALLO,"Allogene Therapeutics, Inc.",Health Technology,Biotechnology,3648426687
GERN,Geron Corporation,Health Technology,Biotechnology,439220881.00000006
MCRB,"Seres Therapeutics, Inc.",Health Technology,Biotechnology,636526859
INTI,Inhibitor Therapeutics Inc.,Health Technology,Biotechnology,60297331.2
OTLC,"Oncotelic Therapeutics, Inc.",Health Technology,Biotechnology,48276138
KDMN,"Kadmon Holdings, Inc.",Health Technology,Biotechnology,1556188051.9999998
PTCT,"PTC Therapeutics, Inc.",Health Technology,Biotechnology,2774067348.9999995
CRBU,"Caribou Biosciences, Inc.",Health Technology,Biotechnology,1453693251
ALNY,"Alnylam Pharmaceuticals, Inc.",Health Technology,Biotechnology,22272057205
CLVS,"Clovis Oncology, Inc.",Health Technology,Biotechnology,552973693
AXLA,Axcella Health Inc.,Health Technology,Biotechnology,117206368
MGTA,"Magenta Therapeutics, Inc.",Health Technology,Biotechnology,437497511
EVGN,Evogene Ltd.,Health Technology,Biotechnology,114551573.20671098
AIM,AIM ImmunoTech Inc.,Health Technology,Biotechnology,98089672
AVRO,"AVROBIO, Inc.",Health Technology,Biotechnology,260865935
PRTK,"Paratek Pharmaceuticals, Inc.",Health Technology,Biotechnology,258123762.99999997
PHGE,BiomX Inc.,Health Technology,Biotechnology,89376809
DTIL,"Precision BioSciences, Inc.",Health Technology,Biotechnology,752467341.0000001
IMNM,"Immunome, Inc.",Health Technology,Biotechnology,326381390.00000006
ATHA,"Athira Pharma, Inc.",Health Technology,Biotechnology,355430266
NUVL,"Nuvalent, Inc.",Health Technology,Biotechnology,1103771600
VBLT,Vascular Biogenics Ltd.,Health Technology,Biotechnology,130973755
SGTX,"Sigilon Therapeutics, Inc.",Health Technology,Biotechnology,182405781.99999997
ARAV,"Aravive, Inc.",Health Technology,Biotechnology,83270297.99999999
CARA,"Cara Therapeutics, Inc.",Health Technology,Biotechnology,797932744.9999999
DICE,"DICE Therapeutics, Inc.",Health Technology,Biotechnology,1212467538
VTGN,"VistaGen Therapeutics, Inc.",Health Technology,Biotechnology,545917979.9999999
CAPR,"Capricor Therapeutics, Inc.",Health Technology,Biotechnology,120405865.00000001
BIIB,Biogen Inc.,Health Technology,Biotechnology,43474541176.99999
CABA,"Cabaletta Bio, Inc.",Health Technology,Biotechnology,248130565.99999997
EVFM,"Evofem Biosciences, Inc.",Health Technology,Biotechnology,120643528
CRBP,"Corbus Pharmaceuticals Holdings, Inc.",Health Technology,Biotechnology,130240111.00000001
ALKS,Alkermes plc,Health Technology,Biotechnology,5175515215
AGTC,Applied Genetic Technologies Corporation,Health Technology,Biotechnology,138436755
SYBX,"Synlogic, Inc.",Health Technology,Biotechnology,166023409
BNTX,BioNTech SE,Health Technology,Biotechnology,80874556818
NERV,"Minerva Neurosciences, Inc",Health Technology,Biotechnology,87151990.99999999
ORGS,Orgenesis Inc.,Health Technology,Biotechnology,121459952
SEER,"Seer, Inc.",Health Technology,Biotechnology,2198841246.9999995
KURA,"Kura Oncology, Inc.",Health Technology,Biotechnology,1342484064
LXRX,"Lexicon Pharmaceuticals, Inc.",Health Technology,Biotechnology,713703824.9999999
NGM,"NGM Biopharmaceuticals, Inc.",Health Technology,Biotechnology,1721547067.0000002
XXII,"22nd Century Group, Inc",Health Technology,Biotechnology,483324407.00000006
AVEO,"AVEO Pharmaceuticals, Inc.",Health Technology,Biotechnology,229618292
EDAP,EDAP TMS S.A.,Health Technology,Biotechnology,207746428
CMPS,COMPASS Pathways Plc - American Depository Shares,Health Technology,Biotechnology,1344674554
PULM,"Pulmatrix, Inc.",Health Technology,Biotechnology,44228637
ARNA,"Arena Pharmaceuticals, Inc.",Health Technology,Biotechnology,3669350863.000001
HBIO,"Harvard Bioscience, Inc.",Health Technology,Biotechnology,313059280
CASI,"CASI Pharmaceuticals, Inc.",Health Technology,Biotechnology,174746857.00000003
GNCA,"Genocea Biosciences, Inc.",Health Technology,Biotechnology,119162675
ANIX,"Anixa Biosciences, Inc.",Health Technology,Biotechnology,146455024
FGEN,"FibroGen, Inc",Health Technology,Biotechnology,1000316975.9999998
VRTX,Vertex Pharmaceuticals Incorporated,Health Technology,Biotechnology,47633649740
ARWR,"Arrowhead Pharmaceuticals, Inc.",Health Technology,Biotechnology,6815427750
FBRX,"Forte Biosciences, Inc.",Health Technology,Biotechnology,45616144
INMB,INmune Bio Inc.,Health Technology,Biotechnology,359331664.99999994
NBRV,Nabriva Therapeutics plc,Health Technology,Biotechnology,58691880
MORF,"Morphic Holding, Inc.",Health Technology,Biotechnology,2347813971
RDUS,"Radius Health, Inc.",Health Technology,Biotechnology,596498729
MACK,"Merrimack Pharmaceuticals, Inc.",Health Technology,Biotechnology,58200457
AVCO,Avalon GloboCare Corp.,Health Technology,Biotechnology,82153688
AIKI,AIkido Pharma Inc.,Health Technology,Biotechnology,73664091
INSM,"Insmed, Inc.",Health Technology,Biotechnology,3112812473.9999995
HUMA,"Humacyte, Inc.",Health Technology,Biotechnology,1292692436.0000002
VRDN,"Viridian Therapeutics, Inc.",Health Technology,Biotechnology,251730852
